year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,candidatevotes,totalvotes,% of Total Votes,Rank,President
1992,Tennessee,TN,47,62,54,US President,"Clinton, Bill",democrat,"933,521","1,982,638",47.08%,1,YES
1992,Tennessee,TN,47,62,54,US President,"Bush, George H.W.",republican,"841,300","1,982,638",42.43%,2,NO
1992,Texas,TX,48,74,49,US President,"Bush, George H.W.",republican,"2,496,071","6,154,018",40.56%,1,NO
1992,Texas,TX,48,74,49,US President,"Clinton, Bill",democrat,"2,281,815","6,154,018",37.08%,2,YES
1992,Utah,UT,49,87,67,US President,"Bush, George H.W.",republican,"322,632","743,998",43.36%,1,NO
1992,Utah,UT,49,87,67,US President,"Clinton, Bill",democrat,"183,429","743,998",24.65%,2,YES
1992,Vermont,VT,50,13,6,US President,"Clinton, Bill",democrat,"133,592","289,701",46.11%,1,YES
1992,Vermont,VT,50,13,6,US President,"Bush, George H.W.",republican,"88,122","289,701",30.42%,2,NO
1992,Virginia,VA,51,54,40,US President,"Bush, George H.W.",republican,"1,150,517","2,559,129",44.96%,1,NO
1992,Virginia,VA,51,54,40,US President,"Clinton, Bill",democrat,"1,038,650","2,559,129",40.59%,2,YES
1992,Washington,WA,53,91,73,US President,"Clinton, Bill",democrat,"993,037","2,287,565",43.41%,1,YES
1992,Washington,WA,53,91,73,US President,"Bush, George H.W.",republican,"731,234","2,287,565",31.97%,2,NO
1992,West Virginia,WV,54,55,56,US President,"Clinton, Bill",democrat,"331,001","683,677",48.41%,1,YES
1992,West Virginia,WV,54,55,56,US President,"Bush, George H.W.",republican,"241,974","683,677",35.39%,2,NO
1992,Wisconsin,WI,55,35,25,US President,"Clinton, Bill",democrat,"1,041,066","2,531,064",41.13%,1,YES
1992,Wisconsin,WI,55,35,25,US President,"Bush, George H.W.",republican,"930,855","2,531,064",36.78%,2,NO
1992,Wyoming,WY,56,83,68,US President,"Bush, George H.W.",republican,"79,347","199,884",39.70%,1,NO
1992,Wyoming,WY,56,83,68,US President,"Clinton, Bill",democrat,"68,160","199,884",34.10%,2,YES
1996,Alabama,AL,1,63,41,US President,"Dole, Robert",republican,"769,044","1,534,349",50.12%,1,NO
1996,Alabama,AL,1,63,41,US President,"Clinton, Bill",democrat,"662,165","1,534,349",43.16%,2,YES
1996,Alaska,AK,2,94,81,US President,"Dole, Robert",republican,"122,746","241,620",50.80%,1,NO
1996,Alaska,AK,2,94,81,US President,"Clinton, Bill",democrat,"80,380","241,620",33.27%,2,YES
1996,Arizona,AZ,4,86,61,US President,"Clinton, Bill",democrat,"653,288","1,404,405",46.52%,1,YES
1996,Arizona,AZ,4,86,61,US President,"Dole, Robert",republican,"622,073","1,404,405",44.29%,2,NO
1996,Arkansas,AR,5,71,42,US President,"Clinton, Bill",democrat,"475,171","884,262",53.74%,1,YES
1996,Arkansas,AR,5,71,42,US President,"Dole, Robert",republican,"325,416","884,262",36.80%,2,NO
1996,California,CA,6,93,71,US President,"Clinton, Bill",democrat,"5,119,835","10,019,469",51.10%,1,YES
1996,California,CA,6,93,71,US President,"Dole, Robert",republican,"3,828,381","10,019,469",38.21%,2,NO
1996,Colorado,CO,8,84,62,US President,"Dole, Robert",republican,"691,848","1,510,702",45.80%,1,NO
1996,Colorado,CO,8,84,62,US President,"Clinton, Bill",democrat,"671,152","1,510,702",44.43%,2,YES
1996,Connecticut,CT,9,16,1,US President,"Clinton, Bill",democrat,"735,740","1,392,614",52.83%,1,YES
1996,Connecticut,CT,9,16,1,US President,"Dole, Robert",republican,"483,109","1,392,614",34.69%,2,NO
1996,Delaware,DE,10,51,11,US President,"Clinton, Bill",democrat,"140,355","270,810",51.83%,1,YES
1996,Delaware,DE,10,51,11,US President,"Dole, Robert",republican,"99,062","270,810",36.58%,2,NO
1996,District of Columbia,DC,11,53,55,US President,"Clinton, Bill",democrat,"158,220","185,726",85.19%,1,YES
1996,District of Columbia,DC,11,53,55,US President,"Dole, Robert",republican,"17,339","185,726",9.34%,2,NO
1996,Florida,FL,12,59,43,US President,"Clinton, Bill",democrat,"2,546,870","5,303,154",48.03%,1,YES
1996,Florida,FL,12,59,43,US President,"Dole, Robert",republican,"2,244,536","5,303,154",42.32%,2,NO
1996,Georgia,GA,13,58,44,US President,"Dole, Robert",republican,"1,080,843","2,298,899",47.02%,1,NO
1996,Georgia,GA,13,58,44,US President,"Clinton, Bill",democrat,"1,053,849","2,298,899",45.84%,2,YES
1996,Hawaii,HI,15,95,82,US President,"Clinton, Bill",democrat,"205,012","360,120",56.93%,1,YES
1996,Hawaii,HI,15,95,82,US President,"Dole, Robert",republican,"113,943","360,120",31.64%,2,NO
1996,Idaho,ID,16,82,63,US President,"Dole, Robert",republican,"256,595","491,711",52.18%,1,NO
1996,Idaho,ID,16,82,63,US President,"Clinton, Bill",democrat,"165,443","491,711",33.65%,2,YES
1996,Illinois,IL,17,33,21,US President,"Clinton, Bill",democrat,"2,341,744","4,311,391",54.32%,1,YES
1996,Illinois,IL,17,33,21,US President,"Dole, Robert",republican,"1,587,021","4,311,391",36.81%,2,NO
1996,Indiana,IN,18,32,22,US President,"Dole, Robert",republican,"1,006,693","2,135,431",47.14%,1,NO
1996,Indiana,IN,18,32,22,US President,"Clinton, Bill",democrat,"887,424","2,135,431",41.56%,2,YES
1996,Iowa,IA,19,42,31,US President,"Clinton, Bill",democrat,"620,258","1,234,075",50.26%,1,YES
1996,Iowa,IA,19,42,31,US President,"Dole, Robert",republican,"492,644","1,234,075",39.92%,2,NO
1996,Kansas,KS,20,47,32,US President,"Dole, Robert",republican,"583,245","1,074,300",54.29%,1,NO
1996,Kansas,KS,20,47,32,US President,"Clinton, Bill",democrat,"387,659","1,074,300",36.08%,2,YES
1996,Kentucky,KY,21,61,51,US President,"Clinton, Bill",democrat,"636,614","1,388,708",45.84%,1,YES
1996,Kentucky,KY,21,61,51,US President,"Dole, Robert",republican,"623,283","1,388,708",44.88%,2,NO
1996,Louisiana,LA,22,72,45,US President,"Clinton, Bill",democrat,"927,837","1,783,959",52.01%,1,YES
1996,Louisiana,LA,22,72,45,US President,"Dole, Robert",republican,"712,586","1,783,959",39.94%,2,NO
1996,Maine,ME,23,11,2,US President,"Clinton, Bill",democrat,"312,788","605,897",51.62%,1,YES
1996,Maine,ME,23,11,2,US President,"Dole, Robert",republican,"186,378","605,897",30.76%,2,NO
1996,Maryland,MD,24,52,52,US President,"Clinton, Bill",democrat,"966,207","1,780,870",54.25%,1,YES
1996,Maryland,MD,24,52,52,US President,"Dole, Robert",republican,"681,530","1,780,870",38.27%,2,NO
1996,Massachusetts,MA,25,14,3,US President,"Clinton, Bill",democrat,"1,571,509","2,556,459",61.47%,1,YES
1996,Massachusetts,MA,25,14,3,US President,"Dole, Robert",republican,"718,058","2,556,459",28.09%,2,NO
1996,Michigan,MI,26,34,23,US President,"Clinton, Bill",democrat,"1,989,653","3,848,844",51.69%,1,YES
1996,Michigan,MI,26,34,23,US President,"Dole, Robert",republican,"1,481,212","3,848,844",38.48%,2,NO
1996,Minnesota,MN,27,41,33,US President,"Clinton, Bill",democrat,"1,120,380","2,192,492",51.10%,1,YES
1996,Minnesota,MN,27,41,33,US President,"Dole, Robert",republican,"766,395","2,192,492",34.96%,2,NO
1996,Mississippi,MS,28,64,46,US President,"Dole, Robert",republican,"439,838","893,857",49.21%,1,NO
1996,Mississippi,MS,28,64,46,US President,"Clinton, Bill",democrat,"394,022","893,857",44.08%,2,YES
1996,Missouri,MO,29,43,34,US President,"Clinton, Bill",democrat,"1,025,935","2,158,065",47.54%,1,YES
1996,Missouri,MO,29,43,34,US President,"Dole, Robert",republican,"890,016","2,158,065",41.24%,2,NO
1996,Montana,MT,30,81,64,US President,"Dole, Robert",republican,"179,652","407,083",44.13%,1,NO
1996,Montana,MT,30,81,64,US President,"Clinton, Bill",democrat,"167,922","407,083",41.25%,2,YES
1996,Nebraska,NE,31,46,35,US President,"Dole, Robert",republican,"363,467","677,415",53.65%,1,NO
1996,Nebraska,NE,31,46,35,US President,"Clinton, Bill",democrat,"236,761","677,415",34.95%,2,YES
1996,Nevada,NV,32,88,65,US President,"Clinton, Bill",democrat,"203,974","464,279",43.93%,1,YES
1996,Nevada,NV,32,88,65,US President,"Dole, Robert",republican,"199,244","464,279",42.91%,2,NO
1996,New Hampshire,NH,33,12,4,US President,"Clinton, Bill",democrat,"246,166","496,597",49.57%,1,YES
1996,New Hampshire,NH,33,12,4,US President,"Dole, Robert",republican,"196,486","496,597",39.57%,2,NO
1996,New Jersey,NJ,34,22,12,US President,"Clinton, Bill",democrat,"1,652,361","3,075,860",53.72%,1,YES
1996,New Jersey,NJ,34,22,12,US President,"Dole, Robert",republican,"1,103,099","3,075,860",35.86%,2,NO
1996,New Mexico,NM,35,85,66,US President,"Clinton, Bill",democrat,"273,495","556,074",49.18%,1,YES
1996,New Mexico,NM,35,85,66,US President,"Dole, Robert",republican,"232,751","556,074",41.86%,2,NO
1996,New York,NY,36,21,13,US President,"Clinton, Bill",democrat,"3,649,630","6,439,129",56.68%,1,YES
1996,New York,NY,36,21,13,US President,"Dole, Robert",republican,"1,738,707","6,439,129",27.00%,2,NO
1996,New York,NY,36,21,13,US President,"Dole, Robert",conservative,"183,392","6,439,129",2.85%,2,NO
1996,New York,NY,36,21,13,US President,"Clinton, Bill",liberal party,"106,547","6,439,129",1.65%,2,YES
1996,New York,NY,36,21,13,US President,"Dole, Robert",freedom,"11,393","6,439,129",0.18%,2,NO
1996,North Carolina,NC,37,56,47,US President,"Dole, Robert",republican,"1,225,938","2,515,807",48.73%,1,NO
1996,North Carolina,NC,37,56,47,US President,"Clinton, Bill",democrat,"1,107,849","2,515,807",44.04%,2,YES
1996,North Dakota,ND,38,44,36,US President,"Dole, Robert",republican,"125,050","266,411",46.94%,1,NO
1996,North Dakota,ND,38,44,36,US President,"Clinton, Bill",democrat,"106,905","266,411",40.13%,2,YES
1996,Ohio,OH,39,31,24,US President,"Clinton, Bill",democrat,"2,148,222","4,534,434",47.38%,1,YES
1996,Ohio,OH,39,31,24,US President,"Dole, Robert",republican,"1,859,883","4,534,434",41.02%,2,NO
1996,Oklahoma,OK,40,73,53,US President,"Dole, Robert",republican,"582,315","1,206,713",48.26%,1,NO
1996,Oklahoma,OK,40,73,53,US President,"Clinton, Bill",democrat,"488,105","1,206,713",40.45%,2,YES
1996,Oregon,OR,41,92,72,US President,"Clinton, Bill",democrat,"649,641","1,377,760",47.15%,1,YES
1996,Oregon,OR,41,92,72,US President,"Dole, Robert",republican,"538,152","1,377,760",39.06%,2,NO
1996,Pennsylvania,PA,42,23,14,US President,"Clinton, Bill",democrat,"2,215,819","4,501,307",49.23%,1,YES
1996,Pennsylvania,PA,42,23,14,US President,"Dole, Robert",republican,"1,801,169","4,501,307",40.01%,2,NO
1996,Rhode Island,RI,44,15,5,US President,"Clinton, Bill",democrat,"233,050","390,247",59.72%,1,YES
1996,Rhode Island,RI,44,15,5,US President,"Dole, Robert",republican,"104,683","390,247",26.82%,2,NO
1996,South Carolina,SC,45,57,48,US President,"Dole, Robert",republican,"573,339","1,150,182",49.85%,1,NO
1996,South Carolina,SC,45,57,48,US President,"Clinton, Bill",democrat,"506,152","1,150,182",44.01%,2,YES
1996,South Dakota,SD,46,45,37,US President,"Dole, Robert",republican,"150,543","323,826",46.49%,1,NO
1996,South Dakota,SD,46,45,37,US President,"Clinton, Bill",democrat,"139,333","323,826",43.03%,2,YES
1996,Tennessee,TN,47,62,54,US President,"Clinton, Bill",democrat,"909,146","1,894,105",48.00%,1,YES
1996,Tennessee,TN,47,62,54,US President,"Dole, Robert",republican,"863,530","1,894,105",45.59%,2,NO
1996,Texas,TX,48,74,49,US President,"Dole, Robert",republican,"2,736,167","5,611,644",48.76%,1,NO
1996,Texas,TX,48,74,49,US President,"Clinton, Bill",democrat,"2,459,683","5,611,644",43.83%,2,YES
1996,Utah,UT,49,87,67,US President,"Dole, Robert",republican,"361,911","665,629",54.37%,1,NO
1996,Utah,UT,49,87,67,US President,"Clinton, Bill",democrat,"221,633","665,629",33.30%,2,YES
1996,Vermont,VT,50,13,6,US President,"Clinton, Bill",democrat,"137,894","258,449",53.35%,1,YES
1996,Vermont,VT,50,13,6,US President,"Dole, Robert",republican,"80,352","258,449",31.09%,2,NO
1996,Virginia,VA,51,54,40,US President,"Dole, Robert",republican,"1,138,350","2,416,642",47.10%,1,NO
1996,Virginia,VA,51,54,40,US President,"Clinton, Bill",democrat,"1,091,060","2,416,642",45.15%,2,YES
1996,Washington,WA,53,91,73,US President,"Clinton, Bill",democrat,"1,123,323","2,253,837",49.84%,1,YES
1996,Washington,WA,53,91,73,US President,"Dole, Robert",republican,"840,712","2,253,837",37.30%,2,NO
1996,West Virginia,WV,54,55,56,US President,"Clinton, Bill",democrat,"327,812","636,459",51.51%,1,YES
1996,West Virginia,WV,54,55,56,US President,"Dole, Robert",republican,"233,946","636,459",36.76%,2,NO
1996,Wisconsin,WI,55,35,25,US President,"Clinton, Bill",democrat,"1,071,971","2,196,169",48.81%,1,YES
1996,Wisconsin,WI,55,35,25,US President,"Dole, Robert",republican,"845,029","2,196,169",38.48%,2,NO
1996,Wyoming,WY,56,83,68,US President,"Dole, Robert",republican,"105,388","211,571",49.81%,1,NO
1996,Wyoming,WY,56,83,68,US President,"Clinton, Bill",democrat,"77,934","211,571",36.84%,2,YES
2000,Alabama,AL,1,63,41,US President,"Bush, George W.",republican,"941,173","1,666,272",56.48%,1,YES
2000,Alabama,AL,1,63,41,US President,"Gore, Al",democrat,"692,611","1,666,272",41.57%,2,NO
2000,Alaska,AK,2,94,81,US President,"Bush, George W.",republican,"167,398","285,560",58.62%,1,YES
2000,Alaska,AK,2,94,81,US President,"Gore, Al",democrat,"79,004","285,560",27.67%,2,NO
2000,Arizona,AZ,4,86,61,US President,"Bush, George W.",republican,"781,652","1,532,016",51.02%,1,YES
2000,Arizona,AZ,4,86,61,US President,"Gore, Al",democrat,"685,341","1,532,016",44.73%,2,NO
2000,Arkansas,AR,5,71,42,US President,"Bush, George W.",republican,"472,940","921,781",51.31%,1,YES
2000,Arkansas,AR,5,71,42,US President,"Gore, Al",democrat,"422,768","921,781",45.86%,2,NO
2000,California,CA,6,93,71,US President,"Gore, Al",democrat,"5,861,203","10,965,822",53.45%,1,NO
2000,California,CA,6,93,71,US President,"Bush, George W.",republican,"4,567,429","10,965,822",41.65%,2,YES
2000,Colorado,CO,8,84,62,US President,"Bush, George W.",republican,"883,748","1,741,368",50.75%,1,YES
2000,Colorado,CO,8,84,62,US President,"Gore, Al",democrat,"738,227","1,741,368",42.39%,2,NO
2000,Connecticut,CT,9,16,1,US President,"Gore, Al",democrat,"816,015","1,459,525",55.91%,1,NO
2000,Connecticut,CT,9,16,1,US President,"Bush, George W.",republican,"561,094","1,459,525",38.44%,2,YES
2000,Delaware,DE,10,51,11,US President,"Gore, Al",democrat,"180,068","327,529",54.98%,1,NO
2000,Delaware,DE,10,51,11,US President,"Bush, George W.",republican,"137,288","327,529",41.92%,2,YES
2000,District of Columbia,DC,11,53,55,US President,"Gore, Al",democrat,"171,923","201,894",85.16%,1,NO
2000,District of Columbia,DC,11,53,55,US President,"Bush, George W.",republican,"18,073","201,894",8.95%,2,YES
2000,Florida,FL,12,59,43,US President,"Bush, George W.",republican,"2,912,790","5,963,110",48.85%,1,YES
2000,Florida,FL,12,59,43,US President,"Gore, Al",democrat,"2,912,253","5,963,110",48.84%,2,NO
2000,Georgia,GA,13,58,44,US President,"Bush, George W.",republican,"1,419,720","2,583,208",54.96%,1,YES
2000,Georgia,GA,13,58,44,US President,"Gore, Al",democrat,"1,116,230","2,583,208",43.21%,2,NO
2000,Hawaii,HI,15,95,82,US President,"Gore, Al",democrat,"205,286","367,951",55.79%,1,NO
2000,Hawaii,HI,15,95,82,US President,"Bush, George W.",republican,"137,845","367,951",37.46%,2,YES
2000,Idaho,ID,16,82,63,US President,"Bush, George W.",republican,"336,937","501,615",67.17%,1,YES
2000,Idaho,ID,16,82,63,US President,"Gore, Al",democrat,"138,637","501,615",27.64%,2,NO
2000,Illinois,IL,17,33,21,US President,"Gore, Al",democrat,"2,589,026","4,742,108",54.60%,1,NO
2000,Illinois,IL,17,33,21,US President,"Bush, George W.",republican,"2,019,421","4,742,108",42.58%,2,YES
2000,Indiana,IN,18,32,22,US President,"Bush, George W.",republican,"1,245,836","2,199,302",56.65%,1,YES
2000,Indiana,IN,18,32,22,US President,"Gore, Al",democrat,"901,980","2,199,302",41.01%,2,NO
2000,Iowa,IA,19,42,31,US President,"Gore, Al",democrat,"638,517","1,353,022",47.19%,1,NO
2000,Iowa,IA,19,42,31,US President,"Bush, George W.",republican,"634,373","1,353,022",46.89%,2,YES
2000,Kansas,KS,20,47,32,US President,"Bush, George W.",republican,"622,332","1,072,216",58.04%,1,YES
2000,Kansas,KS,20,47,32,US President,"Gore, Al",democrat,"399,276","1,072,216",37.24%,2,NO
2000,Kentucky,KY,21,61,51,US President,"Bush, George W.",republican,"872,520","1,544,106",56.51%,1,YES
2000,Kentucky,KY,21,61,51,US President,"Gore, Al",democrat,"638,923","1,544,106",41.38%,2,NO
2000,Louisiana,LA,22,72,45,US President,"Bush, George W.",republican,"927,871","1,765,656",52.55%,1,YES
2000,Louisiana,LA,22,72,45,US President,"Gore, Al",democrat,"792,344","1,765,656",44.88%,2,NO
2000,Maine,ME,23,11,2,US President,"Gore, Al",democrat,"319,951","651,817",49.09%,1,NO
2000,Maine,ME,23,11,2,US President,"Bush, George W.",republican,"286,616","651,817",43.97%,2,YES
2000,Maryland,MD,24,52,52,US President,"Gore, Al",democrat,"1,144,008","2,025,212",56.49%,1,NO
2000,Maryland,MD,24,52,52,US President,"Bush, George W.",republican,"813,827","2,025,212",40.18%,2,YES
2000,Massachusetts,MA,25,14,3,US President,"Gore, Al",democrat,"1,616,487","2,733,964",59.13%,1,NO
2000,Massachusetts,MA,25,14,3,US President,"Bush, George W.",republican,"878,502","2,733,964",32.13%,2,YES
2000,Michigan,MI,26,34,23,US President,"Gore, Al",democrat,"2,170,418","4,232,501",51.28%,1,NO
2000,Michigan,MI,26,34,23,US President,"Bush, George W.",republican,"1,953,139","4,232,501",46.15%,2,YES
2000,Minnesota,MN,27,41,33,US President,"Gore, Al",democratic-farmer-labor,"1,168,266","2,438,685",47.91%,1,NO
2000,Minnesota,MN,27,41,33,US President,"Bush, George W.",republican,"1,109,659","2,438,685",45.50%,2,YES
2000,Mississippi,MS,28,64,46,US President,"Bush, George W.",republican,"572,844","994,184",57.62%,1,YES
2000,Mississippi,MS,28,64,46,US President,"Gore, Al",democrat,"404,614","994,184",40.70%,2,NO
2000,Missouri,MO,29,43,34,US President,"Bush, George W.",republican,"1,189,924","2,359,892",50.42%,1,YES
2000,Missouri,MO,29,43,34,US President,"Gore, Al",democrat,"1,111,138","2,359,892",47.08%,2,NO
2000,Montana,MT,30,81,64,US President,"Bush, George W.",republican,"240,178","410,986",58.44%,1,YES
2000,Montana,MT,30,81,64,US President,"Gore, Al",democrat,"137,126","410,986",33.37%,2,NO
2000,Nebraska,NE,31,46,35,US President,"Bush, George W.",republican,"433,862","697,019",62.25%,1,YES
2000,Nebraska,NE,31,46,35,US President,"Gore, Al",democrat,"231,780","697,019",33.25%,2,NO
2000,Nevada,NV,32,88,65,US President,"Bush, George W.",republican,"301,575","609,426",49.49%,1,YES
2000,Nevada,NV,32,88,65,US President,"Gore, Al",democrat,"279,978","609,426",45.94%,2,NO
2000,New Hampshire,NH,33,12,4,US President,"Bush, George W.",republican,"273,559","569,081",48.07%,1,YES
2000,New Hampshire,NH,33,12,4,US President,"Gore, Al",democrat,"266,348","569,081",46.80%,2,NO
2000,New Jersey,NJ,34,22,12,US President,"Gore, Al",democrat,"1,788,850","3,187,226",56.13%,1,NO
2000,New Jersey,NJ,34,22,12,US President,"Bush, George W.",republican,"1,284,173","3,187,226",40.29%,2,YES
2000,New Mexico,NM,35,85,66,US President,"Gore, Al",democrat,"286,783","598,605",47.91%,1,NO
2000,New Mexico,NM,35,85,66,US President,"Bush, George W.",republican,"286,417","598,605",47.85%,2,YES
2000,New York,NY,36,21,13,US President,"Gore, Al",democrat,"3,942,215","6,960,215",56.64%,1,NO
2000,New York,NY,36,21,13,US President,"Bush, George W.",republican,"2,258,577","6,960,215",32.45%,2,YES
2000,New York,NY,36,21,13,US President,"Bush, George W.",conservative,"144,797","6,960,215",2.08%,2,YES
2000,New York,NY,36,21,13,US President,"Gore, Al",working families,"88,395","6,960,215",1.27%,2,NO
2000,New York,NY,36,21,13,US President,"Gore, Al",liberal party,"77,087","6,960,215",1.11%,2,NO
2000,North Carolina,NC,37,56,47,US President,"Bush, George W.",republican,"1,631,163","2,914,990",55.96%,1,YES
2000,North Carolina,NC,37,56,47,US President,"Gore, Al",democrat,"1,257,692","2,914,990",43.15%,2,NO
2000,North Dakota,ND,38,44,36,US President,"Bush, George W.",republican,"174,852","288,256",60.66%,1,YES
2000,North Dakota,ND,38,44,36,US President,"Gore, Al",democrat,"95,284","288,256",33.06%,2,NO
2000,Ohio,OH,39,31,24,US President,"Bush, George W.",republican,"2,350,363","4,701,998",49.99%,1,YES
2000,Ohio,OH,39,31,24,US President,"Gore, Al",democrat,"2,183,628","4,701,998",46.44%,2,NO
2000,Oklahoma,OK,40,73,53,US President,"Bush, George W.",republican,"744,337","1,234,229",60.31%,1,YES
2000,Oklahoma,OK,40,73,53,US President,"Gore, Al",democrat,"474,276","1,234,229",38.43%,2,NO
2000,Oregon,OR,41,92,72,US President,"Gore, Al",democrat,"720,342","1,533,950",46.96%,1,NO
2000,Oregon,OR,41,92,72,US President,"Bush, George W.",republican,"713,577","1,533,950",46.52%,2,YES
2000,Pennsylvania,PA,42,23,14,US President,"Gore, Al",democrat,"2,485,967","4,912,185",50.61%,1,NO
2000,Pennsylvania,PA,42,23,14,US President,"Bush, George W.",republican,"2,281,127","4,912,185",46.44%,2,YES
2000,Rhode Island,RI,44,15,5,US President,"Gore, Al",democrat,"249,508","409,112",60.99%,1,NO
2000,Rhode Island,RI,44,15,5,US President,"Bush, George W.",republican,"130,555","409,112",31.91%,2,YES
2000,South Carolina,SC,45,57,48,US President,"Bush, George W.",republican,"786,892","1,383,902",56.86%,1,YES
2000,South Carolina,SC,45,57,48,US President,"Gore, Al",democrat,"566,037","1,383,902",40.90%,2,NO
2000,South Dakota,SD,46,45,37,US President,"Bush, George W.",republican,"190,700","316,269",60.30%,1,YES
2000,South Dakota,SD,46,45,37,US President,"Gore, Al",democrat,"118,804","316,269",37.56%,2,NO
2000,Tennessee,TN,47,62,54,US President,"Bush, George W.",republican,"1,061,949","2,076,181",51.15%,1,YES
2000,Tennessee,TN,47,62,54,US President,"Gore, Al",democrat,"981,720","2,076,181",47.28%,2,NO
2000,Texas,TX,48,74,49,US President,"Bush, George W.",republican,"3,799,639","6,407,637",59.30%,1,YES
2000,Texas,TX,48,74,49,US President,"Gore, Al",democrat,"2,433,746","6,407,637",37.98%,2,NO
2000,Utah,UT,49,87,67,US President,"Bush, George W.",republican,"515,096","770,754",66.83%,1,YES
2000,Utah,UT,49,87,67,US President,"Gore, Al",democrat,"203,053","770,754",26.34%,2,NO
2000,Vermont,VT,50,13,6,US President,"Gore, Al",democrat,"149,022","294,308",50.63%,1,NO
2000,Vermont,VT,50,13,6,US President,"Bush, George W.",republican,"119,775","294,308",40.70%,2,YES
2000,Virginia,VA,51,54,40,US President,"Bush, George W.",republican,"1,437,490","2,739,447",52.47%,1,YES
2000,Virginia,VA,51,54,40,US President,"Gore, Al",democrat,"1,217,290","2,739,447",44.44%,2,NO
2000,Washington,WA,53,91,73,US President,"Gore, Al",democrat,"1,247,652","2,487,433",50.16%,1,NO
2000,Washington,WA,53,91,73,US President,"Bush, George W.",republican,"1,108,864","2,487,433",44.58%,2,YES
2000,West Virginia,WV,54,55,56,US President,"Bush, George W.",republican,"336,475","648,124",51.92%,1,YES
2000,West Virginia,WV,54,55,56,US President,"Gore, Al",democrat,"295,497","648,124",45.59%,2,NO
2000,Wisconsin,WI,55,35,25,US President,"Gore, Al",democrat,"1,242,987","2,598,607",47.83%,1,NO
2000,Wisconsin,WI,55,35,25,US President,"Bush, George W.",republican,"1,237,279","2,598,607",47.61%,2,YES
2000,Wyoming,WY,56,83,68,US President,"Bush, George W.",republican,"147,947","213,726",69.22%,1,YES
2000,Wyoming,WY,56,83,68,US President,"Gore, Al",democrat,"60,481","213,726",28.30%,2,NO
2004,Alabama,AL,1,63,41,US President,"Bush, George W.",republican,"1,176,394","1,883,415",62.46%,1,YES
2004,Alabama,AL,1,63,41,US President,"Kerry, John",democrat,"693,933","1,883,415",36.84%,2,NO
2004,Alaska,AK,2,94,81,US President,"Bush, George W.",republican,"190,889","312,598",61.07%,1,YES
2004,Alaska,AK,2,94,81,US President,"Kerry, John",democrat,"111,025","312,598",35.52%,2,NO
2004,Arizona,AZ,4,86,61,US President,"Bush, George W.",republican,"1,104,294","2,012,585",54.87%,1,YES
2004,Arizona,AZ,4,86,61,US President,"Kerry, John",democrat,"893,524","2,012,585",44.40%,2,NO
2004,Arkansas,AR,5,71,42,US President,"Bush, George W.",republican,"572,898","1,054,945",54.31%,1,YES
2004,Arkansas,AR,5,71,42,US President,"Kerry, John",democrat,"469,953","1,054,945",44.55%,2,NO
2004,California,CA,6,93,71,US President,"Kerry, John",democrat,"6,745,485","12,421,353",54.31%,1,NO
2004,California,CA,6,93,71,US President,"Bush, George W.",republican,"5,509,826","12,421,353",44.36%,2,YES
2004,Colorado,CO,8,84,62,US President,"Bush, George W.",republican,"1,101,255","2,129,630",51.71%,1,YES
2004,Colorado,CO,8,84,62,US President,"Kerry, John",democrat,"1,001,732","2,129,630",47.04%,2,NO
2004,Connecticut,CT,9,16,1,US President,"Kerry, John",democrat,"857,488","1,578,769",54.31%,1,NO
2004,Connecticut,CT,9,16,1,US President,"Bush, George W.",republican,"693,826","1,578,769",43.95%,2,YES
2004,Delaware,DE,10,51,11,US President,"Kerry, John",democrat,"200,152","375,190",53.35%,1,NO
2004,Delaware,DE,10,51,11,US President,"Bush, George W.",republican,"171,660","375,190",45.75%,2,YES
2004,District of Columbia,DC,11,53,55,US President,"Kerry, John",democrat,"202,970","227,586",89.18%,1,NO
2004,District of Columbia,DC,11,53,55,US President,"Bush, George W.",republican,"21,256","227,586",9.34%,2,YES
2004,Florida,FL,12,59,43,US President,"Bush, George W.",republican,"3,964,522","7,609,810",52.10%,1,YES
2004,Florida,FL,12,59,43,US President,"Kerry, John",democrat,"3,583,544","7,609,810",47.09%,2,NO
2004,Georgia,GA,13,58,44,US President,"Bush, George W.",republican,"1,914,254","3,301,875",57.97%,1,YES
2004,Georgia,GA,13,58,44,US President,"Kerry, John",democrat,"1,366,149","3,301,875",41.37%,2,NO
2004,Hawaii,HI,15,95,82,US President,"Kerry, John",democrat,"231,708","429,013",54.01%,1,NO
2004,Hawaii,HI,15,95,82,US President,"Bush, George W.",republican,"194,191","429,013",45.26%,2,YES
2004,Idaho,ID,16,82,63,US President,"Bush, George W.",republican,"409,235","598,376",68.39%,1,YES
2004,Idaho,ID,16,82,63,US President,"Kerry, John",democrat,"181,098","598,376",30.26%,2,NO
2004,Illinois,IL,17,33,21,US President,"Kerry, John",democrat,"2,891,550","5,274,322",54.82%,1,NO
2004,Illinois,IL,17,33,21,US President,"Bush, George W.",republican,"2,345,946","5,274,322",44.48%,2,YES
2004,Indiana,IN,18,32,22,US President,"Bush, George W.",republican,"1,479,438","2,468,002",59.94%,1,YES
2004,Indiana,IN,18,32,22,US President,"Kerry, John",democrat,"969,011","2,468,002",39.26%,2,NO
2004,Iowa,IA,19,42,31,US President,"Bush, George W.",republican,"751,957","1,506,908",49.90%,1,YES
